id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
116265,116631,222173,8965,,17Iot And,,23.635610,43.268073,499.541,27.72,-1.21,-1.0,4.290,-1.635,B8V,-0.083,111.002171,-10.621481,104.963685,0.00000183,0.00002050,-0.00000136,6.187788168915581,0.7551703366703563,0.00000013439035224999998,-0.000000005866245,Iot,17,And,1,116265,,392.6449353995997,,,
116315,116681,222241,,,,,23.645871,35.772565,326200,1.58,-3.66,15.0,9.740,-10.260,C2,2.100,80785.944990,-7511.263373,58456.924667,0.00111603,0.00066548,-0.00143057,6.1904744800254905,0.624349041738425,0.000000007660056152777778,-0.00000001774418,,,And,1,116315,,1106623.7839776676,ST,10.192,8.532
116319,116685,,,,,,23.646869,44.412589,326200,27.27,8.32,0.0,9.110,-10.890,A2,0.141,71126.852254,-6594.409717,69982.030901,-0.00159010,0.01342385,0.00288106,6.190735766826044,0.7751459099443575,0.00000013220869068749999,0.000000040336498,,,And,1,116319,,1976969.640111862,V392,9.217,9.067
116343,116709,222304,8967,,18    And,,23.652316,50.471733,421.447,-16.69,-1.87,9.0,5.350,-0.206,B9V,-0.061,81.889479,-7.474551,99.652631,0.00000578,-0.00001102,0.00000635,6.192161842990221,0.8808979166723687,-0.00000008091540328472222,-0.000000009066015,,18,And,1,116343,,105.29312128434388,,,
116350,116716,,,,,,23.653460,50.544948,1264.34,14.09,10.04,0.0,10.170,2.228,,1.134,245.294289,-22.315259,299.272615,-0.00001211,0.00002769,0.00001199,6.192461280714666,0.8821757659088137,0.00000006831024759027777,0.000000048675293,,,And,1,116350,,11.189224819552425,V393,10.242,10.092
116439,116805,222439,8976,,19Kap And,,23.673469,44.333932,168.405,81.33,-18.96,-9.0,4.150,0.586,B9IVn,-0.071,36.792238,-3.152838,36.078346,-0.00000152,0.00002056,-0.00000983,6.1976997431159555,0.7737730766941112,0.0000003942989663958333,-0.000000091920673,Kap,19,And,1,116439,,50.76916258882487,,,
116504,116870,222555,,,,,23.688954,46.860053,1406.03,5.39,-9.12,-9.0,7.420,-0.753,B9,-0.052,293.757206,-23.974103,314.519660,0.00000850,0.00001061,-0.00001975,6.201753708650252,0.8178622161186888,0.000000026131457381944445,-0.000000044215007,,,And,1,116504,,174.26091898259304,V394,7.451,7.401
116517,116883,,,,,,23.691580,47.595507,326200,2.32,-20.87,0.0,8.960,-11.040,K5III,1.675,67216.320668,-5439.149282,73840.245740,0.00753693,0.00051846,-0.00682262,6.202441123417177,0.8306983006696188,0.000000011247677388888889,-0.000000101180615,,,And,1,116517,,2269864.851883821,WY,9.431,8.661
116592,116958,,,,,,23.708565,43.014350,326200,-7.05,-50.29,0.0,10.780,-9.220,F4,0.445,72905.567461,-5573.341411,68218.150801,0.01632217,-0.00467537,-0.01782559,6.20688778093056,0.7507420306380087,-0.000000034179364479166665,-0.000000243812799,,,And,1,116592,,424619.563946313,AT,10.953,10.423
116744,117111,222900,,,,,23.742262,46.380163,872.193,0.44,-1.42,-8.0,7.570,0.434,A0...,0.006,184.037490,-12.436931,193.564952,-0.00000426,0.00000086,-0.00000719,6.2157096416653275,0.8094865537619025,0.0000000021331801944444444,-0.000000006884354,,,And,1,116744,,58.39827246189302,V395,7.602,7.542
116776,117143,,,,,,23.748207,45.686518,2091.03,1.77,-4.78,0.0,10.920,1.886,A5 + F3p,0.486,446.837423,-29.497968,458.672003,0.00001097,0.00000479,-0.00001038,6.217265933085519,0.7973801602266863,0.000000008581202145833334,-0.000000023174093,,,And,1,116776,,15.332041990349135,WW,11.043,10.823
116854,117221,223047,9003,,20Psi And,,23.767234,46.420276,1003.69,9.05,-6.25,-25.0,4.970,-2.471,G5Ib,1.086,211.717898,-12.917595,222.897019,-0.00001003,0.00001414,-0.00002495,6.222247432911833,0.8101866498675186,0.00000004387563809027778,-0.000000030300855,Psi,20,And,1,116854,,848.0080988896916,,,
117135,117503,223460,9024,,,,23.828044,36.425281,423.087,0.20,-47.81,1.0,5.860,0.295,G1IIIe,0.806,104.256397,-4.696572,77.013500,0.00001866,-0.00000071,-0.00002358,6.238167452484239,0.6357410818425749,0.0000000009696273611111113,-0.00000023178942,,,And,1,117135,,66.3743070401909,OU,5.88,5.85
117155,117522,,,,,,23.833711,8.723147,545.485,368.61,-50.47,0.0,11.340,5.224,sdF8:,0.532,165.133162,-7.193487,25.361232,0.00001921,0.00029826,-0.00004044,6.239650911877445,0.15224763400219,0.0000017870717078958335,-0.000000244685464,,,,1,117155,,0.7085981269167687,,11.424,11.284
117224,117591,223608,,,,,23.847720,47.507903,326200,4.62,2.95,-31.0,8.750,-11.250,M6,1.394,67495.178577,-2692.229668,73737.051153,-0.00098579,0.00228075,0.00094262,6.243318613985931,0.8291693241425262,0.000000022398392041666665,0.000000014302003,,,And,1,117224,,2754228.7033381746,TZ,9.097,8.417
117279,117647,223661,,,,,23.859288,47.487763,733.034,19.69,-10.89,0.0,7.860,1.102,F0,0.329,151.750383,-5.592696,165.647870,0.00000953,0.00002111,-0.00000802,6.24634700027337,0.8288178120331712,0.00000009545981370138891,-0.000000052796209,,,And,1,117279,,31.564578912990697,V396,7.886,7.836
117323,117691,,,,,,23.868756,37.850250,326200,10.78,-2.41,0.0,8.730,-11.270,M5,1.532,78915.111031,-2712.555966,61359.981185,0.00089597,0.00519813,-0.00092251,6.248825626300504,0.6606114927649213,0.00000005226291476388889,-0.000000011684009,,,And,1,117323,,2805433.6379517103,V397,8.778,8.658
117376,117744,,,,,,23.879188,34.971798,2588.89,16.12,8.53,0.0,8.260,-1.238,M2,1.626,650.019403,-20.565912,454.899342,-0.00001684,0.00006258,0.00002689,6.251556786829696,0.6103730218528025,0.00000007815196530555557,0.000000041354606,,,And,1,117376,,272.3955447120866,V398,8.317,8.217
117401,117769,223835,,,,,23.883355,41.345696,1019.38,14.86,-0.66,-8.0,6.940,-0.534,M2III,1.673,234.496042,-7.163092,206.437646,-0.00000479,0.00002267,-0.00000616,6.2526478433789885,0.7216185190020126,0.00000007204331293055556,-0.00000000319977,,,And,1,117401,,142.42951649732905,V399,6.985,6.885
117476,117844,223971,,,,,23.901119,39.282508,588.809,53.02,18.20,3.7,6.620,0.338,F8,0.680,139.670450,-3.616371,114.286039,-0.00000595,0.00004656,0.00001472,6.257298270171868,0.6856090970657788,0.00000025704821343055555,0.000000088236089,,,And,1,117476,,63.7969622662579,V413,6.669,6.599
117595,117963,224166,,,,,23.927206,46.358292,1019.38,9.32,-13.32,-17.5,6.940,-0.534,B9,-0.065,215.631514,-4.109867,226.146659,0.00000252,0.00001407,-0.00002688,6.264127762365557,0.8091048379496575,0.00000004518463502777778,-0.000000064577182,,,And,1,117595,,142.42951649732905,PV,6.959,6.919
117846,118214,224559,9070,,,,23.979565,46.413179,1424.45,15.47,0.89,-1.0,6.550,-1.651,B4Vne,-0.093,301.066826,-1.610566,316.301493,-0.00000189,0.00003276,0.00000056,6.277835530255918,0.8100627977548588,0.00000007500067638194444,0.000000004314841,,,And,1,117846,,398.4740097177752,LQ,6.574,6.534
117870,118238,224575,,,,,23.982724,40.792188,879.245,15.31,-3.91,0.0,8.510,1.357,A5,0.293,204.063734,-0.922905,176.096345,0.00000343,0.00001999,-0.00000387,6.278662498468527,0.7119579931331276,0.00000007422497449305557,-0.000000018956214,,,And,1,117870,,24.957437948315693,V400,8.583,8.493
117958,,,,Gl 4.1B,,,0.103944,58.437504,66.1664,253.03,59.81,-16.0,7.200,5.664,dG8,0.78,10.612845,0.289466,17.282686,-0.00001425,0.00002450,-0.00001086,0.027212506202795486,1.0199268508379,0.000001226724055909722,0.000000289976758,,,,2,517,Gl   4.1,0.4724980276801949,,,
117969,,,,NN 3017,,,0.260486,-29.768356,58.2499,91.92,-91.92,0.0,14.310,13.051,dM3.4,1.57,15.464641,1.056302,-8.865954,-0.00000448,0.00000767,-0.00000691,0.06819501603675833,-0.51955582976395,0.0000004456407351666667,-0.000000445655279,,,,1,117969,,0.0005243243172456373,,,
117970,,,,Gl 12,,,0.263500,13.555642,37.7984,613.14,316.47,0.0,12.580,12.260,dM3.5,1.66,11.237909,0.776518,2.715989,-0.00000652,0.00003407,0.00001728,0.06898421333004792,0.2365905860079,0.0000029725866009583333,0.000001534280158,,,,1,117970,,0.0010864256236170645,,,
117993,,,,Gl 22B,,,0.538736,67.236151,33.0362,1723.90,-236.15,0.0,12.400,12.372,dM3.5,,3.879436,0.553436,9.338735,-0.00000128,0.00008530,-0.00000449,0.14104083415195487,1.17349221883675,0.000008357703039097223,-0.000001144863265,,,,2,2547,Gl  22,0.0009799411610955933,,,
118004,,,,Gl 26,,,0.649445,30.617216,41.0314,1559.31,46.28,-0.2,11.060,10.562,dM4,1.53,10.668796,1.832310,6.406276,-0.00001764,0.00009345,0.00000232,0.17002428141011355,0.5343712233461501,0.000007559748202270833,0.000000224366923,,,,1,118004,,0.00519039010197082,,,
118033,,,,Gl 47,,,1.021701,61.366958,35.303,314.67,-778.83,8.7,10.830,10.658,dM2.5e,1.57,5.001794,1.371175,9.499372,0.00003434,0.00002653,-0.00001176,0.2674806231604302,1.071055472311,0.0000015255632086041668,-0.00000377589378,,,,1,118033,,0.004751163763775616,,,
118046,,,,GJ 1031,,,1.138180,-28.806489,42.9211,698.34,-128.17,0.0,13.420,12.824,dM5,1.70,11.021480,3.385191,-6.340172,-0.00001684,0.00004143,-0.00000716,0.2979749273928396,-0.5027680847999,0.000003385647856791667,-0.000000621375998,,,,1,118046,,0.0006462491724953874,,,
118053,,,,NN 3081,,,1.235603,-36.945208,75.8604,647.84,357.63,0.0,13.850,12.017,dM2.5,1.66,17.622072,5.908683,-13.977922,-0.00000022,0.00007695,0.00003222,0.32348021784740555,-0.6448155145265501,0.000003140816948111112,0.000001733829469,,,,1,118053,,0.0013589391171008015,,,
118069,,,,Gl 57.1B,,,1.383559,-12.957417,98.5796,468.86,-32.78,58.3,10.380,7.978,dK7   J,1.38,27.542823,10.436996,-6.776937,0.00002900,0.00008444,-0.00001805,0.36221489787113265,-0.22614958930825,0.000002273097422652778,-0.000000158946165,,,,2,6442,Gl  57.1,0.05607896633745097,,,
118071,,,,NN 3097,,,1.426766,9.757924,48.6867,223.54,-413.43,0.0,13.130,12.260,dM3.5,1.68,13.695193,5.367509,2.529644,-0.00000118,0.00001691,-0.00002948,0.3735263506250757,0.1703078977704,0.0000010837525015138888,-0.000002004384592,,,,1,118071,,0.0010864256236170645,,,
118077,,,,Gl 63,,,1.639324,57.231476,36.124,-161.11,-355.17,-17.5,11.190,10.968,dM3,1.39,5.449928,2.493787,9.311144,0.00000937,-0.00000522,-0.00002537,0.42917397183396283,0.9988776993322,-0.0000007810833207430556,-0.000001721893356,,,,1,118077,,0.003571083458083453,,,
118079,,,,Gl 65A,,,1.650199,-17.949782,8.5683,3312.95,560.34,29.0,12.570,15.473,dM5.5e,1.85,2.270499,1.046970,-0.809963,0.00001000,0.00005104,-0.00000236,0.4320210687414983,-0.31328279826635,0.000016061634829965276,0.000002716614673,,,,1,118079,Gl  65,0.00005633781508509371,,,
118080,,,,Gl 65B,,,1.650199,-17.949782,8.5683,3312.95,560.34,32.0,12.700,15.603,dM5.5e,,2.270631,1.047031,-0.810010,0.00001265,0.00005226,-0.00000330,0.4320210687414983,-0.31328279826635,0.000016061634829965276,0.000002716614673,,,,2,118079,Gl  65,0.000049980431357823856,,,
118084,7751,10361,487,Gl 66A,,p Eridani,1.663003,-56.194620,26.5742,268.80,25.41,19.5,5.800,6.245,K2 V,0.86,4.110128,1.912046,-6.770100,0.00000634,0.00001466,-0.00001601,0.43537304995866666,-0.9807811326846,0.0000013031791733333335,0.000000123186308,,,,1,118084,Gl 66,0.27669416454115103,,,
118090,,,,NN 3117A,,,1.863638,64.435033,48.6867,187.36,-208.08,-15.0,11.370,10.500,dM2,,5.688831,3.019458,13.463460,-0.00000020,0.00001524,-0.00002034,0.4878992923455944,1.1246034869847,0.000000908346911888889,-0.000001008800306,,,,1,118090,NN 3117,0.005495408738576243,,,
118100,,,,Gl 83.1,,,2.003563,13.053040,14.5756,1113.71,-1768.54,-31.0,12.280,14.029,dM8  e,1.80,3.766290,2.179192,1.008821,-0.00003131,0.00000976,-0.00004449,0.5245315839220858,0.22781853307949998,0.000005399418441715278,-0.00000857413841,,,,1,118100,,0.00021301000374112503,,,
118105,,,,NN 3129,,,2.045583,13.577935,56.2414,457.95,-105.73,0.0,14.270,13.087,dM5  :,,14.413119,8.552415,4.047726,-0.00001774,0.00003398,-0.00000859,0.5355322942125053,0.23697966429445,0.0000022202042501041663,-0.000000512574111,,,,1,118105,,0.0005072242398926509,,,
118111,,,,Gl 84.2A,,,2.115794,45.186072,58.9874,271.01,-432.03,62.0,10.280,8.994,dM0,1.49,10.841124,6.705677,12.830461,0.00004836,0.00005784,0.00001830,0.5539134806777837,0.7886457284880001,0.000001313893555673611,-0.00000209455024,,,,1,118111,Gl  84.2,0.02199885109049248,,,
118118,,,,NN 3140,,,2.170456,11.535282,36.2444,-18.00,-77.95,0.0,12.720,12.491,dM4,,9.175921,5.858512,2.221901,0.00000123,-0.00000037,-0.00000411,0.568224090676875,0.20132864962924998,-0.00000008726646249999999,-0.000000377907415,,,,1,118118,,0.0008782132798980062,,,
118157,,,,Gl 105B,,,2.604310,6.871660,23.5151,1813.13,1447.40,25.7,11.660,12.371,dM4.5,1.60,5.557960,4.511171,0.862659,-0.00002433,0.00006185,0.00005336,0.6818068791143128,0.1199330846606,0.000008790302286256944,0.000007017193212,,,,2,12082,Gl 105,0.0009808441360309053,,,
118166,,,,Gl 106.1B,,,2.721517,3.237385,82.0011,-140.18,-142.65,-12.5,6.300,4.298,dF3,,18.992203,16.406796,1.419598,0.00000225,-0.00002063,-0.00001808,0.7124915164091299,0.05650303566425,-0.0000006796118174027778,-0.000000691586715,,,,2,12673,Gl 106.1,1.6626467968935357,,,
118177,,,,NN 3184,,,2.864153,6.229375,74.1365,467.12,-110.42,0.0,13.190,11.407,dM3,1.58,16.533676,15.397597,2.466117,-0.00003410,0.00003857,-0.00001209,0.7498336180832306,0.1087230997095,0.0000022646616646111114,-0.00000053534581,,,,1,118177,,0.002383416820673152,,,
118179,,,,Gl 118.2B,,,2.927359,26.873833,74.6284,263.40,-181.71,27.0,9.800,8.003,dM0,1.40,14.702758,14.154131,10.342151,0.00000405,0.00004445,-0.00000549,0.7663806879617291,0.4690368714955,0.0000012769992345833332,-0.00000088095009,,,,2,13608,Gl 118.2,0.05480245321768502,,,
118181,,,,Gl 120,,,2.958665,10.792349,69.7008,1774.07,-406.31,49.0,13.030,11.381,dM4,1.56,15.003243,14.682221,4.001538,-0.00008764,0.00017132,-0.00003195,0.7745768077031316,0.1883620284647,0.000008600934062631944,-0.000001969870706,,,,1,118181,,0.002441181106054887,,,
118193,,,,GJ 1053,,,3.177732,73.774349,39.3485,1818.65,-1050.00,0.0,14.640,14.233,sdM6,1.79,2.267085,2.494214,11.582227,-0.00003886,0.00011522,-0.00001714,0.8319283992000711,1.28760529506015,0.000008817064001423612,-0.000005090538797,,,,1,118193,,0.00017652247174525555,,,
118227,,,,GJ 1060B,,,3.481626,-27.312314,56.6319,744.08,367.75,0.0,13.800,12.602,sdM3,,9.449032,12.192900,-7.965976,-0.00004079,0.00004960,0.00002750,0.9114874940817139,-0.4766898001269,0.0000036074016342777783,0.000001782897462,,,,2,118226,GJ 1060,0.0007928663748785469,,,
118228,,,,NN 3231B,,,3.508404,20.104320,72.1682,160.83,-55.06,27.1,10.750,9.026,dK6,1.42,12.611993,16.511445,7.605135,0.00000332,0.00003277,0.00000398,0.9184979662921219,0.35088657686735,0.0000007797258424375,-0.000000266962653,,,,2,118228,NN 3231,0.021359938601897947,,,
118235,,,,NN 3237,,,3.611437,3.492598,46.6,119.80,-90.27,0.0,13.860,13.085,dM5  :,,8.346749,11.560952,0.870279,-0.00000650,0.00000517,-0.00000624,0.9454719993394652,0.06095733844975,0.0000005808067893055556,-0.000000437651005,,,,1,118235,,0.0005081594425605599,,,
118241,,,,NN 3241,,,3.658060,24.969313,55.2883,104.42,204.93,0.0,12.790,11.644,dM3.1,,8.841322,12.566426,7.154813,-0.00001111,-0.00000088,0.00001526,0.9576778821222618,0.43579671567615,0.0000005062424452361111,0.000000993533523,,,,1,118241,,0.001916019832068456,,,
118263,,,,GJ 1065,,,3.845601,-6.094239,31.0963,-410.43,-1359.39,0.0,12.790,12.894,dM4,1.70,5.067380,8.010843,-1.012052,0.00001248,-0.00001576,-0.00006247,1.0067759669605447,-0.1063645341618,-0.0000019898207891041668,-0.000006590523236,,,,1,118263,,0.0006058986711389647,,,
118267,,,,Gl 157B,,,3.957976,-1.157531,51.443,-192.18,-143.76,14.0,11.610,10.621,dM3  e,1.47,8.033704,13.567837,-0.318598,0.00001982,0.00000464,-0.00001128,1.0361956772534355,-0.02020273161935,-0.0000009317149312916668,-0.000000696992387,,,,2,18465,Gl 157,0.0049158655915686154,,,
118268,,,,Gl 157.1,,,3.998064,26.092640,74.475,734.36,-231.54,94.0,12.620,10.827,dM4,1.49,10.262925,17.755945,10.043775,-0.00002150,0.00012519,0.00001927,1.0466907338872264,0.455402477393,0.000003560277744527778,-0.00000112255214,,,,1,118268,,0.004066305463404283,,,
118272,,,,NN 3261,,,4.094071,5.744310,51.7777,83.88,-124.36,0.0,12.890,11.887,dM5  e,,7.557442,13.867702,1.588717,-0.00000521,0.00000393,-0.00000952,1.0718252470857625,0.1002571294974,0.00000040666171525,-0.000000602890052,,,,1,118272,,0.0015317927158934159,,,
118282,,,,Gl 166C,,,4.256188,-7.657504,16.4548,-2180.82,-3436.41,-45.9,11.170,12.656,dM4.5e,1.67,2.202917,4.485319,-0.671861,0.00002249,-0.00007525,-0.00007708,1.1142673483145855,-0.1336486592596,-0.000010572913708291668,-0.000016660205192,,,,3,19799,Gl 166,0.0007543970821979888,,,
118283,,,,NN 3270,,,4.288405,8.823778,34.3368,132.60,-345.42,0.0,13.820,13.709,dM4  e,,4.506530,9.374804,1.614692,-0.00000493,0.00000537,-0.00001742,1.122701813147021,0.15400398285965,0.0000006428629404166667,-0.000001674662807,,,,1,118283,,0.000286022369395428,,,
118289,,,,NN 3275,,,4.368687,19.259909,31.3654,-108.33,-19.10,0.0,12.900,12.985,dM4.5e,1.7,3.759917,8.261925,3.171677,0.00000472,-0.00000182,-0.00000084,1.1437194960669927,0.33614883078694996,-0.0000005251986601458333,-0.000000092604261,,,,1,118289,,0.0005571857489319299,,,
118294,,,,NN 3278,,,4.399761,16.719460,130.48,118.18,-20.84,0.0,12.550,9.540,dM0,1.49,15.583818,34.996051,11.507433,-0.00002046,0.00001038,-0.00000387,1.151854721640384,0.2918096189687,0.0000005729528076805556,-0.000000101020626,,,,1,118294,,0.013304544179780914,,,
118300,,,,NN 3284,,,4.430238,15.518965,62.7309,126.67,-29.24,0.0,12.130,10.710,dM0,1.40,7.402444,16.986847,5.145341,-0.00001053,0.00000539,-0.00000263,1.159833504674458,0.27085702829680003,0.0000006141134891597222,-0.000000141774064,,,,1,118300,,0.004528975799036199,,,
118307,,,,NN 3290,,,4.454674,17.239052,130.48,106.25,-28.47,0.0,13.060,10.050,dM1,1.49,15.037420,35.119084,11.854364,-0.00001830,0.00000961,-0.00000527,1.1662309187267796,0.3008782256773,0.0000005151145355902777,-0.000000138026454,,,,1,118307,,0.0083176377110267,,,
118317,,,,Gl 171.1B,,,4.598651,16.510469,65.1229,64.78,-189.22,0.0,13.500,11.999,dM2,,6.865798,17.867185,5.673608,-0.00000399,0.00000711,-0.00001756,1.203923949115113,0.28816205350495,0.00000031406230226388886,-0.000000917349901,,,,2,21368,Gl 171.1,0.001381656231167327,,,
118361,,,,Gl 195A,,,5.289768,45.841910,42.7524,69.08,-404.14,31.2,10.200,9.613,dM2,1.50,1.688048,8.974037,9.403799,0.00000320,0.00004076,0.00000501,1.3848580874645264,0.8000922581844,0.0000003349092905277778,-0.000001959316312,,,,1,118361,Gl 195,0.012439416235583077,,,
118447,,,,Gl 251,,,6.913606,33.270718,18.7904,-752.58,-395.12,22.9,10.010,11.208,dM4,1.57,-1.141059,4.680085,3.160773,0.00001434,0.00002989,0.00000363,1.8099779064601436,0.5806835744213501,-0.0000036486107971250002,-0.000001915571573,,,,1,118447,,0.0028628592708721187,,,
118465,,,,NN 3430A,,,7.170398,37.671118,78.6025,-231.40,-275.78,0.0,14.670,12.760,sdM6,1.65,-5.752879,18.184779,14.725987,0.00001983,0.00002693,-0.00002550,1.8772057690571595,0.65748503401125,-0.0000011218588568055555,-0.000001336999775,,,,1,118465,NN 3430,0.0006854882264526614,,,
118477,,,,Gl 275.2A,,,7.512394,48.202487,37.711,-219.57,-1271.18,0.0,13.560,13.245,sdM5,1.71,-2.971549,7.109158,8.618559,-0.00000914,0.00005376,-0.00004747,1.9667401757300804,0.84129209724245,-0.0000010645053983958331,-0.000006162835151,,,,1,118477,Gl 275.2,0.0004385306977749856,,,
118526,,,,GJ 1108B,,,8.148735,32.816982,56.2414,-51.87,-203.49,0.0,12.120,10.937,dM3  e,1.53,-7.727866,12.256985,9.344104,-0.00000125,0.00001011,-0.00001429,2.1333338123571948,0.5727643879048999,-0.0000002514728561041667,-0.000000986561902,,,,2,39783,GJ 1108,0.003674514791999399,,,
118530,,,,Gl 299,,,8.199296,8.775732,22.0407,1163.13,-5078.51,-35.0,12.830,13.681,dM5,1.77,-3.634963,5.599567,1.030592,-0.00002663,-0.00002895,-0.00016987,2.1465707516681323,0.15316541664965,0.000005639013362645834,-0.000024621287007,,,,1,118530,,0.00029349452222697867,,,
118537,,,,NN 3497,,,8.432069,69.038815,40.8259,-587.64,-1237.57,0.0,15.670,15.183,dM5.2,2.09,-2.661072,3.600649,11.687356,-0.00001304,0.00007758,-0.00002684,2.207510390044379,1.2049546388091001,-0.000002848959112416666,-0.000005999903818,,,,1,118537,,0.00007358681396510441,,,
118580,,,,Gl 331B,,,8.987235,48.043582,47.7459,-443.10,-231.65,15.0,10.800,9.973,dM1   J,,-6.896425,6.943415,10.885428,0.00000646,0.00003811,0.00000042,2.352852551529073,0.8385186879403,-0.0000021482094185416667,-0.000001123061194,,,,2,44000,Gl 331,0.008928941960649818,,,
118589,,,,Gl 333.2B,,,9.014005,5.242018,80.0097,-229.81,-192.84,-37.0,12.680,10.732,dM4,1.47,-17.333104,17.206472,2.240759,0.00004451,-0.00000568,-0.00002629,2.359860969484036,0.09149048123455,-0.0000011141503192847224,-0.000000934895309,,,,2,44135,Gl 333.2,0.0044381298030813894,,,
118626,,,,Gl 346,,,9.480862,-9.265471,66.5715,18.73,-46.36,0.0,10.520,8.971,dM0,1.43,-15.918036,12.341538,-3.285906,-0.00000055,-0.00000192,-0.00000453,2.4820839952801186,-0.1617129787387,0.00000009080560236805555,-0.000000224754774,,,,1,118626,,0.022469841036401546,,,
118696,,,,Gl 398,,,10.600516,5.120819,44.6848,-633.62,90.18,21.0,12.600,11.917,dM4  e,1.60,-12.739357,4.888216,1.222781,-0.00000441,0.00004676,0.00000788,2.775208536177863,0.0893751492792,-0.000003071876442736111,0.000000437185584,,,,1,118696,,0.0014900471117870978,,,
118715,,,,Gl 403,,,10.868086,13.998953,38.9724,-1104.32,186.78,0.0,12.670,12.284,dM3,1.65,-11.087256,3.385307,2.890126,0.00002116,0.00006041,0.00001050,2.8452583492781445,0.2443278227496,-0.000005353894437111111,0.000000905534992,,,,1,118715,,0.001062673865402463,,,
118728,,,,GJ 1142A,,,11.135053,-5.229713,65.24,-29.30,-418.98,0.0,12.560,11.055,dM6,1.52,-19.408295,4.471558,-1.822979,0.00000424,0.00000194,-0.00004045,2.91514999247958,-0.0912757026483,-0.00000014205040840277777,-0.000002031252966,,,,1,118728,GJ 1142,0.003296097121774576,,,
118733,,,,NN 3647,,,11.197753,33.536462,39.7804,-174.92,96.96,0.0,12.380,11.949,dM4,,-9.941643,2.119361,6.737397,0.00000525,0.00000945,0.00000478,2.931564937195499,0.5853216850096,-0.0000008480360900277778,0.000000470080192,,,,1,118733,,0.0014467716832477213,,,
118808,,,,GJ 1155A,,,12.280905,2.969223,70.9129,-646.72,267.88,5.0,13.280,11.594,sdM3,1.62,-21.651491,-1.595139,1.126088,-0.00000865,0.00006770,0.00002846,3.215133378648255,0.05182271845955,-0.000003135387034888889,0.000001298709191,,,,1,118808,GJ 1155,0.0020063190647905725,,,
118810,,,,NN 3719,,,12.282997,31.156772,63.9606,-85.10,-29.30,-34.0,14.150,12.688,dM4-5e,1.62,-16.731959,-1.241861,10.143815,0.00002764,0.00001016,-0.00002037,3.2156811701778922,0.5437882622372,-0.0000004125764421527777,-0.000000142055256,,,,1,118810,,0.0007324871326650388,,,
118812,,,,GJ 1156,,,12.316778,11.125205,21.3341,-1283.64,205.60,0.0,13.810,14.732,dM   e,1.88,-6.395244,-0.531553,1.261955,-0.00000213,0.00004066,0.00000640,3.224524892883546,0.19417145105835,-0.000006223262329083334,0.000000996801167,,,,1,118812,,0.00011148078033638425,,,
118817,,,,NN 3726C,,,12.449244,27.017083,77.6666,89.48,-200.98,0.0,14.880,12.996,dM5  e,1.73,-21.064656,-2.488994,10.815612,-0.00000925,-0.00001149,-0.00002067,3.259204350564068,0.47153705007325,0.00000043381128136111114,-0.000000974378535,,,,3,118817,NN 3726,0.0005515691912608022,,,
118824,,,,NN 3730,,,12.491021,22.996796,70.9129,-179.89,-6.28,0.0,14.180,12.494,dM5,1.60,-19.846316,-2.565296,8.493024,-0.00000269,0.00001877,-0.00000061,3.2701417434335025,0.40136980544265005,-0.0000008721313299513889,-0.000000030451147,,,,1,118824,,0.0008757900363063676,,,
118830,,,,Gl 473A,,,12.554778,9.020714,14.0481,-1794.92,233.12,0.0,13.040,14.869,dM5.5eJ,1.83,-4.208555,-0.615564,0.675238,-0.00000468,0.00003719,0.00000481,3.2868331121142487,0.15744116488260002,-0.000008702017715027779,0.000001130197652,,,,1,118830,Gl 473,0.00009826525828295317,,,
118843,,,,GJ 1163,,,12.726630,25.105443,60.4073,-336.69,-47.32,0.0,12.960,11.622,dM4,1.63,-16.466552,-3.170648,7.857129,-0.00000749,0.00002934,-0.00000385,3.3318238900409467,0.43817263879315,-0.0000016323191810624998,-0.000000229404137,,,,1,118843,,0.0019552396696208866,,,
118852,,,,GJ 1166A,,,12.856742,22.103967,81.55,-164.44,73.21,19.0,12.970,10.980,dM4,1.60,-22.583264,-5.151916,9.407576,-0.00001873,0.00001617,0.00001553,3.365887252619185,0.38578700508955,-0.0000007972276163055556,0.000000354941791,,,,1,118852,GJ 1166,0.0035318316979195664,,,
118853,,,,GJ 1166B,,,12.858127,22.117322,81.55,-164.44,73.21,15.0,14.280,12.290,dM3-3.5,1.72,-22.579072,-5.159573,9.412898,-0.00001504,0.00001701,0.00001400,3.3662498716191847,0.38602009008955,-0.0000007972276163055556,0.000000354941791,,,,2,118852,GJ 1166,0.0010568175092136585,,,
118856,,,,Gl 490B,,,12.960968,35.221440,59.0194,-233.69,-113.98,-2.8,13.200,11.912,dM4  e,1.64,-14.315337,-3.679229,10.434839,-0.00000842,0.00001900,-0.00000982,3.3931735909454956,0.614730091438,-0.000001132961090090278,-0.00000055257124,,,,2,63051,Gl 490,0.0014969248567600346,,,
118861,,,,Gl 493.1,,,13.009381,5.685534,26.5634,-939.52,241.23,-40.0,13.400,13.846,dM5  e,1.75,-7.819993,-2.115948,0.806542,0.00003051,0.00004669,0.00000543,3.405847997925422,0.09923129355964999,-0.000004554921491555556,0.000001169511193,,,,1,118861,,0.0002521157630807409,,,
