id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
118868,,,,GJ 1167A,,,13.159657,28.984276,51.7777,-320.43,-185.00,0.0,14.180,13.177,dM5,1.72,-13.249999,-4.150827,7.691572,-0.00001396,0.00002147,-0.00001245,3.44519002157617,0.50587104473455,-0.0000015534884766041667,-0.000000896905309,,,,1,118868,GJ 1167,0.0004668743343920188,,,
118874,,,,GJ 1168,,,13.218087,20.190128,58.2499,-592.14,146.54,0.0,13.020,11.761,dM,1.58,-15.914889,-5.254338,6.163138,-0.00001192,0.00005005,0.00001191,3.460487036213598,0.35238421605595,-0.0000028707757280416666,0.000000710441119,,,,1,118874,,0.0017202834055304336,,,
118886,,,,Gl 509B,,,13.392484,29.237121,60.4409,-477.57,229.84,0.0,9.800,8.461,dK6,,-15.105914,-5.764246,9.049931,-0.00000588,0.00004367,0.00001802,3.5061440547652887,0.5102840315457501,-0.0000023153246942291666,0.000001114290915,,,,2,65138,Gl 509,0.03594181463147144,,,
118897,,,,Gl 516B,,,13.545737,16.810196,44.8939,263.55,-198.60,-1.5,12.300,11.606,dM3.5e,,-12.110414,-5.187082,3.980180,0.00000475,-0.00001709,-0.00001313,3.546265626322755,0.29339327448635,0.0000012777264551041666,-0.000000962830273,,,,2,65869,Gl 516,0.001984266498484641,,,
118921,,,,GJ 1179A,,,13.803766,23.612860,39.1127,-1472.94,144.42,0.0,15.320,14.926,dM4  :,1.96,-9.784265,-4.997088,4.802811,-0.00003598,0.00007776,0.00000769,3.613817567268681,0.41212215988065,-0.000007141014626375001,0.000000700177613,,,,1,118921,GJ 1179,0.00009323951375406328,,,
118926,,,,Gl 528B,,,13.817695,26.978358,44.5325,-450.76,-91.71,-20.9,8.030,7.354,dK6,,-10.813751,-5.572951,6.192753,0.00000081,0.00003398,-0.00001511,3.6174641776926766,0.4708611771111,-0.000002185346146472222,-0.000000444617778,,,,2,67209,Gl 528,0.09963226419544172,,,
118942,,,,Gl 537A,,,14.042259,46.340279,36.6104,578.21,-45.51,-41.1,9.850,9.599,dM3  e,1.48,-6.665435,-3.947816,8.118006,0.00003946,-0.00001320,-0.00003212,3.6762548470591168,0.80879045003435,0.000002803241182340278,-0.000000220619313,,,,1,118942,Gl 537,0.012600854590882367,,,
118943,,,,Gl 537B,,,14.042259,46.340279,36.6104,578.21,-45.51,-28.0,9.950,9.699,dM3  e,,-6.665833,-3.948051,8.118491,0.00003150,-0.00001791,-0.00002243,3.6762548470591168,0.80879045003435,0.000002803241182340278,-0.000000220619313,,,,2,118942,Gl 537,0.011492115972032401,,,
118948,,,,Gl 540.2,,,14.218074,-12.026836,37.9302,-629.00,-408.48,0.0,13.860,13.532,dM5.5e,1.53,-9.508530,-6.239028,-2.422903,-0.00001545,0.00003227,-0.00002252,3.722283040097465,-0.2099078831037,-0.000003049478050694444,-0.000001980362074,,,,1,118948,,0.00033666657436862255,,,
118972,,,,NN 3849,,,14.478657,33.176703,34.3368,-353.20,-717.81,-21.0,19.740,19.629,dM9,,-7.018974,-5.323617,5.759645,-0.00001255,0.00001310,-0.00004241,3.7905034259040136,0.57904270391565,-0.0000017123619197222222,-0.000003480021687,,,,1,118972,,0.0000012257446320498035,,,
118984,,,,Gl 561.1B,,,14.766877,-25.445279,99.2695,-136.86,-82.88,-20.6,7.140,4.723,dF9,,-20.579700,-18.209274,-13.074665,0.00000480,0.00003121,-0.00000199,3.8659594591998396,-0.4441038986485,-0.0000006635160032083334,-0.00000040183297,,,,2,71971,Gl 561.1,1.1240871934697299,,,
118995,,,,NN 3877,,,14.944004,-28.165379,20.2609,-481.45,-830.54,0.0,17.050,18.084,dM8,1.34,-3.928325,-3.814685,-2.931799,-0.00000164,0.00001862,-0.00002205,3.9123311012267483,-0.49157859378915,-0.000002334135465034722,-0.000004026595783,,,,1,118995,,0.000005086276903064361,,,
119003,,,,Gl 575B,,,15.063245,47.653692,41.6124,-389.14,25.85,3.4,5.960,5.431,dG2,,-5.975127,-6.175778,9.428438,-0.00001810,0.00001590,0.00000365,3.943548202802174,0.83171382824715,-0.0000018866039565138888,0.000000125304943,,,,2,73467,Gl 575,0.5855985598492877,,,
119061,,,,NN 3937,,,16.072137,-6.280874,54.0067,-59.29,-847.93,0.0,15.510,14.415,dM4.5-5,1.89,-7.957852,-14.404960,-1.811300,-0.00000057,0.00000881,-0.00006765,4.20767567869844,-0.10962193278965,-0.0000002874460312013889,-0.000004110875793,,,,1,119061,,0.00014927944095789958,,,
119097,,,,Gl 630.1A,,,16.572877,57.160243,47.2755,-1125.35,1165.33,-118.6,12.900,12.094,dM4  e,1.60,-2.869043,-7.313399,12.171620,-0.00002453,0.00015415,-0.00005747,4.338769019462293,0.99763444696315,-0.000005455850754131944,0.000005649679263,,,,1,119097,Gl 630.1,0.001265901749300244,,,
119115,,,,GJ 1207,,,16.951701,-4.350405,31.2451,507.73,-372.97,0.0,12.280,12.374,dM3.5,1.60,-2.588404,-9.193471,-0.726586,0.00002305,-0.00000513,-0.00001727,4.437944983225014,-0.07592888599440001,0.0000024615445002847226,-0.000001808199888,,,,1,119115,,0.0009781377043229843,,,
119146,,,,Gl 669B,,,17.331421,26.500970,39.2963,-215.00,372.39,-34.0,12.970,12.566,dM5  e,1.64,-1.877194,-10.614647,5.374617,-0.00000526,0.00004238,0.00000395,4.53735551252934,0.46252917388325,-0.0000010423494131944444,0.000001805397665,,,,2,84536,Gl 669,0.0008195963204818446,,,
119171,,,,NN 4020A,,,17.644230,61.237423,79.5608,-39.28,45.35,0.0,10.280,8.344,dK8,1.23,-1.091645,-11.685225,21.380965,-0.00000419,0.00000511,0.00000258,4.6192486272593145,1.0687946583926,-0.00000019043481372222223,0.000000219867852,,,,1,119171,NN 4020,0.04003132821780236,,,
119189,,163489,,NN 4035,,,17.936667,4.832527,70.9129,1.48,9.89,0.0,8.000,6.314,dK8,,-0.359150,-21.658843,1.831379,0.00000016,0.00000009,0.00000104,4.695808336762124,0.08434349940365,0.000000007175242472222222,0.000000047948073,,,,1,119189,,0.2596569790273783,,,
119195,,164765,6734,Gl 700.1A,69Tau Oph,,18.051202,-8.181708,169.719,21.73,-33.58,-38.4,5.240,1.659,dF3   J,0.38,0.690292,-51.492963,-7.404135,0.00000494,0.00004015,-0.00000279,4.725793689500639,-0.1427977419913,0.00000010535001278472222,-0.000000162819826,Tau,69,Oph,1,119195,Gl 700.1,18.897310544316767,,,
119246,,,,Gl 732A,,,18.894977,-38.616057,43.3777,327.16,-955.55,0.0,12.700,12.081,sdG0,1.53,2.412492,-10.106300,-8.299201,0.00001159,0.00004228,-0.00004814,4.946693280821865,-0.6739773378866001,0.0000015861164373055554,-0.000004632617732,,,,1,119246,Gl 732,0.0012811500562783964,,,
119248,,230017,,Gl 734A,,,18.915141,10.973126,52.5283,119.54,-10.46,-26.8,9.440,8.405,dM0,1.36,3.751056,-15.355827,3.064941,0.00000272,0.00002820,-0.00000602,4.951972344313687,0.1915171819093,0.0000005795462737361112,-0.000000050701814,,,,1,119248,Gl 734,0.03784425847170934,,,
119275,,,,Gl 752B,,,19.282810,5.148625,19.159,-572.81,-1342.94,0.0,17.520,18.676,dM5  e,2.2,1.927832,-5.522905,0.527077,-0.00001426,-0.00000863,-0.00003808,5.04822774993782,0.08986046040035,-0.0000027770612435902775,-0.000006510751993,,,,2,94466,Gl 752,0.0000029484923138943666,,,
119278,,,,Gl 754.1B,,,19.342509,-7.664758,36.6189,-58.71,-180.70,10.0,12.120,11.869,dM5,1.63,3.830456,-10.445951,-1.497340,0.00000004,-0.00000939,-0.00001111,5.063857037294407,-0.133775262916,-0.00000028463411185416667,-0.00000087605832,,,,2,94776,Gl 754.1,0.0015573993890808542,,,
119300,,,,Gl 766A,,,19.762751,27.124783,35.0375,-31.93,-1219.58,0.0,12.910,12.755,dM4.5 J,1.72,4.256757,-8.559719,4.897190,0.00001141,-0.00002668,-0.00005651,5.17387602694959,0.47341678022335,-0.00000015480100820138887,-0.000005912695533,,,,1,119300,Gl 766,0.0006886522963442748,,,
119303,,225732,,Gl 767.1B,,,19.774401,33.729877,68.0434,18.43,-439.61,4.5,8.560,6.963,dK6,1.04,7.772171,-15.509804,11.582897,0.00001444,-0.00002466,-0.00003441,5.176926057558067,0.58869741555935,0.00000008935116132638888,-0.000002131308813,,,,2,96986,Gl 767.1,0.14282360800191823,,,
119327,,190780,,NN 4134,,,20.068555,54.465667,60.4073,45.53,-111.03,-9.0,7.720,6.382,dK0,0.94,5.547739,-9.222487,15.069377,0.00000493,-0.00000026,-0.00001328,5.253935536783438,0.9506052237806001,0.00000022073566875694444,-0.000000538264388,,,,1,119327,,0.24389337302789127,,,
119335,,,,Gl 783.2B,,,20.186950,16.183883,66.8032,-417.55,388.01,0.0,13.940,12.383,dM,1.62,10.655289,-16.531225,5.707982,-0.00004066,-0.00001344,0.00003700,5.284931282023842,0.28246203627805,-0.0000020243395231597226,0.000001881125561,,,,2,99134,Gl 783.2,0.0009700631337839572,,,
119337,,,,Gl 784.2A,,,20.232890,6.684739,73.4684,-244.13,-580.77,0.0,13.190,11.427,dM5,1.54,12.344316,-18.654952,2.621759,-0.00001815,-0.00002087,-0.00006298,5.296958097218083,0.11667069665219999,-0.0000011835756383402776,-0.000002815666956,,,,1,119337,Gl 784.2,0.002339914561055098,,,
119346,,,,Gl 791.2,,,20.496643,9.688571,28.564,669.25,120.42,-15.0,13.050,13.338,dM6  e,1.65,5.248184,-6.851996,1.473543,0.00001284,0.00002996,0.00000246,5.366008503777856,0.16909747190445,0.0000032446155571180555,0.000000583798089,,,,1,119346,,0.0004025316189742118,,,
119347,,,,Wo 9697A,,,20.502889,26.842389,114.859,-133.88,-134.82,15.4,10.280,7.547,dM1,1.34,19.144851,-24.911220,15.899588,-0.00000322,-0.00003331,-0.00001342,5.367643833572224,0.46848806819465,-0.0000006490685555277778,-0.000000653616107,,,,1,119347,Wo 9697,0.0834065197408663,,,
119360,,,,GJ 1256,,,20.676098,15.498127,32.1062,1322.19,664.99,-76.0,13.430,13.464,dM4-5,1.72,6.112190,-7.247628,2.628946,-0.00000549,0.00010441,0.00000982,5.412989688900147,0.2704933446095,0.000006410158002937499,0.00000322397219,,,,1,119360,,0.0003584264080437139,,,
119363,,,,Gl 799B,,,20.697621,-32.436746,33.3536,267.15,-324.08,-3.0,11.000,10.952,dM4.5e,,5.600417,-6.565364,-5.484229,0.00000280,0.00001712,-0.00001191,5.418624457987381,-0.5661280236936,0.0000012951797476041668,-0.000001571193872,,,,2,101810,Gl 799,0.0036240985589974396,,,
119366,,,,Gl 802,,,20.721283,55.350858,51.5324,884.89,1692.65,-23.0,14.680,13.687,dM5  e,1.79,5.871867,-6.795771,12.995078,-0.00002712,0.00013511,0.00005440,5.424819092388894,0.9660547134533499,0.000004290067777868056,0.000008206189067,,,,1,119366,,0.00029187708481971425,,,
119395,,,,Wo 9722,,,21.132329,59.712077,78.2254,-1003.67,-1833.23,-260.0,13.300,11.401,sdM1,1.55,8.836399,-8.248376,20.695984,-0.00004296,-0.00011948,-0.00033707,5.532430867526619,1.0421723382962,-0.000004865929467631945,-0.000008887774076,,,,1,119395,,0.002396624529408638,,,
119409,,,,Gl 825.4B,,,21.329356,-26.354086,61.0862,-535.53,-350.44,-21.2,9.600,8.238,dG6,,12.842313,-10.799120,-8.312579,-0.00005696,-0.00001563,-0.00001888,5.584012237864826,-0.4599655680531,-0.0000025963227034791664,-0.000001698981062,,,,2,104972,Gl 825.4,0.04413671434634397,,,
119421,,,,NN 4203A,,,21.563479,1.784283,47.5512,-5.76,-659.97,0.0,13.350,12.532,dM,1.68,11.705144,-8.676479,0.453888,0.00000093,-0.00000120,-0.00004661,5.6453054867366,0.031141617788,-0.000000027925268,-0.00000319964424,,,,1,119421,NN 4203,0.0008456682000993537,,,
119457,,,,NN 4239,,,21.948672,-1.902227,43.4932,1278.45,618.03,0.0,14.640,14.015,dM5,1.76,11.450041,-6.817448,-0.442586,0.00004344,0.00007031,0.00003992,5.746148835024953,-0.03320012078535,0.0000061981004990625,0.000002996284293,,,,1,119457,,0.00021577444091526647,,,
119484,,,,Gl 852A,,,22.288570,-8.804275,33.2518,-454.77,-272.18,54.0,13.400,13.358,dM4.5e,1.7,9.081708,-4.365172,-1.560666,0.00003760,-0.00004300,-0.00002174,5.835134059641247,-0.15366358032415,-0.0000022047871750625,-0.000001319546483,,,,1,119484,Gl 852,0.00039518458892843616,,,
119485,,,,Gl 852B,,,22.288570,-8.804275,33.2518,-454.77,-272.18,0.0,14.400,14.358,dM5  e,1.9,9.079249,-4.363990,-1.560244,-0.00001159,-0.00001936,-0.00001329,5.835134059641247,-0.15366358032415,-0.0000022047871750625,-0.000001319546483,,,,2,119484,Gl 852,0.00015732581854464666,,,
119499,,,,NN 4277A,,,22.437137,3.003082,83.427,-493.55,-438.19,0.0,13.680,11.641,dM,1.59,23.432098,-10.160837,1.339887,-0.00002172,-0.00005728,-0.00005425,5.874028748103981,0.0524136695043,-0.0000023927979203819444,-0.000002124409914,,,,1,119499,NN 4277,0.0019213213114037243,,,
119503,,,,NN 4279,,,22.450899,6.826136,45.3056,209.87,-7.33,0.0,13.220,12.507,dM3   :,1.66,12.671824,-5.440709,1.650791,0.00000563,0.00001296,-0.00000049,5.877631531923569,0.1191385456427,0.0000010174784713819445,-0.000000035527146,,,,1,119503,,0.0008653663429563477,,,
119509,,,,Gl 863.1A,,,22.548254,53.793808,71.2228,1306.97,89.10,-2.0,10.840,9.144,dM1   J,1.36,11.977896,-4.781996,17.617776,0.00004317,0.00013172,0.00000392,5.903119082468038,0.93887906744945,0.000006336369360756944,0.000000431968989,,,,1,119509,Gl 863.1,0.01916019832068457,,,
119511,,,,NN 4283,,,22.579343,4.043706,72.4888,-108.98,155.64,0.0,12.680,10.946,dM4  :,,20.651301,-8.055698,1.567052,-0.00000537,-0.00001051,0.00001672,5.9112582465025465,0.0705759797158,-0.0000005283499490694445,0.000000754554316,,,,1,119511,,0.0036441815078886086,,,
119512,,,,NN 4284,,,22.581924,-1.085250,76.215,1106.52,229.15,0.0,14.830,12.987,dM4,1.70,21.768867,-8.474699,-0.442525,0.00004596,0.00011660,0.00002595,5.911933764016904,-0.018941193715000002,0.000005364560338083333,0.0000011109457,,,,1,119512,,0.000556160319597592,,,
119519,,,,Gl 867B,,,22.645908,-20.620869,28.1912,446.64,-54.84,0.0,11.450,11.767,dM4  e,1.60,7.585671,-2.807674,-3.043668,0.00000574,0.00001783,-0.00000215,5.928684948591141,-0.35990205783350004,0.000002165371822833333,-0.00000026587667,,,,2,111450,Gl 867,0.0017108029875993287,,,
119520,,,,Gl 867.1B,,,22.659681,-12.615152,128.324,235.62,-151.27,-13.8,8.600,5.626,dG9  e,,36.049549,-13.195622,-8.591556,-0.00000340,0.00004910,-0.00002507,5.932290501899706,-0.2201759351555,0.0000011423179941250001,-0.00000073336311,,,,2,111517,Gl 867.1,0.4893279240819368,,,
119560,,,,NN 4329,,,23.292735,6.391523,66.5715,178.54,-228.52,0.0,12.530,10.981,dM4,1.55,19.934674,-3.733897,2.271880,0.00000573,0.00001690,-0.00002247,6.098023879317263,0.11155311646165,0.0000008655863452638888,-0.000001107910767,,,,1,119560,,0.003528580258285267,,,
119568,,,,Gl 896B,,,23.531203,19.937322,20.38,559.75,-16.61,-1.2,12.400,13.421,dM6  e,1.65,5.829022,-0.718963,2.130394,0.00000110,0.00001695,-0.00000089,6.160454559228846,0.34797192089519996,0.000002713744576909722,-0.000000080542096,,,,2,115766,Gl 896,0.00037290653996215273,,,
119585,,,,Gl 905,,,23.698379,44.174924,10.336,84.26,-1607.79,-77.7,12.290,14.786,dM6  e,1.90,2.262649,-0.179022,2.205274,-0.00003953,0.00000443,-0.00007310,6.204221151200362,0.77099787597905,0.00000040850400723611114,-0.000007794800419,,,,1,119585,,0.00010607181496353147,,,
119594,,,,NN 4363,,,23.820871,10.094897,69.4043,47.32,-336.69,0.0,13.570,11.930,dM4  :,,20.924183,-0.981973,3.729342,0.00000631,0.00000459,-0.00003419,6.236289530691682,0.17618918579855,0.0000002294138336388889,-0.000001632324029,,,,1,119594,,0.0014723125024327178,,,
